id,kode_komponen,nama_barang,spek1,spek2,merek,satuan,kode_rekening,left_rekening,rincian_rekening
5229,05.18.02.05.24,Kaos Tangan Sepeda Balap,,,,Set,5.2.2.01.15,5.2.2,Belanja Pakai Habis Perlengkapan Olahraga
5230,05.18.02.05.25,Karet Rem Sepeda Balap,,,,Set,5.2.2.01.15,5.2.2,Belanja Pakai Habis Perlengkapan Olahraga
5231,05.18.02.05.26,BCD Set SCUBA DIVING,,,,Unit,5.2.2.01.15,5.2.2,Belanja Pakai Habis Perlengkapan Olahraga
5232,05.18.02.05.27,FIN Diving,,,,Pasang,5.2.2.01.15,5.2.2,Belanja Pakai Habis Perlengkapan Olahraga
5233,05.18.02.05.28,Tank Boot,,,,Buah,5.2.2.01.15,5.2.2,Belanja Pakai Habis Perlengkapan Olahraga
5234,05.18.02.05.29,Pyongyo / Target,,,,buah,5.2.2.01.15,5.2.2,Belanja Pakai Habis Perlengkapan Olahraga
5235,05.18.02.05.30,Kicking/Punching-Pad,,,,buah,5.2.2.01.15,5.2.2,Belanja Pakai Habis Perlengkapan Olahraga
5236,05.18.02.05.31,Body Protector,,,,buah,5.2.2.01.15,5.2.2,Belanja Pakai Habis Perlengkapan Olahraga
5237,05.18.02.05.32,Groin Protector/pelindung kelamin,,,,buah,5.2.2.01.15,5.2.2,Belanja Pakai Habis Perlengkapan Olahraga
5238,05.18.02.05.33,Forearm-Guard/pelindung tangan - kaki,,,,pasang,5.2.2.01.15,5.2.2,Belanja Pakai Habis Perlengkapan Olahraga
5239,05.18.02.05.34,Sarung tangan Taekwondo,,,,pasang,5.2.2.01.15,5.2.2,Belanja Pakai Habis Perlengkapan Olahraga
5240,05.18.02.05.35,Sand-sack Taekwondo,,,,buah,5.2.2.01.15,5.2.2,Belanja Pakai Habis Perlengkapan Olahraga
5241,05.19.01.01.01.01,Sapi Bakalan,,,,Ekor,5.2.2.02.03,5.2.2,Belanja Bibit Ternak
5242,05.19.01.01.01.02,Sapi Indukan,,,,Ekor,5.2.3.19.01,5.2.3,Belanja Modal Pengadaan Hewan dan Ternak
5243,05.19.01.01.05.01,Kambing PE Jantan,,,,Ekor,5.2.2.02.03,5.2.2,Belanja Bibit Ternak
5244,05.19.01.02.01.01,DOC Ayam Arab,,Umur 10 Hari,,Ekor,5.2.2.02.03,5.2.2,Belanja Bibit Ternak
5245,05.19.01.02.01.02,DOC Ayam Petelur,,Umur 10 Hari,,Ekor,5.2.2.02.03,5.2.2,Belanja Bibit Ternak
5246,05.19.01.02.04.01,Burung Lovebird,,Burung Kicau,,Ekor,5.2.2.02.03,5.2.2,Belanja Bibit Ternak
5247,05.19.01.02.04.02,Burung Kenari,,Burung Kicau,,Ekor,5.2.2.02.03,5.2.2,Belanja Bibit Ternak
5248,05.19.01.05.01,Bibit Ikan Gurami, Uk 3-5 Cm,,,Ekor,5.2.2.02.03,5.2.2,Belanja Bibit Ternak
5249,05.19.01.05.02,Bibit Udang Vannamei,,,,Rean,5.2.2.02.03,5.2.2,Belanja Bibit Ternak
5250,05.19.01.05.03,Bibit Lele, Uk. 7-9 Cm,,,Ekor,5.2.2.02.03,5.2.2,Belanja Bibit Ternak
5251,05.19.01.05.04,Paket Budidaya Lele Dengan Aplikasi Probiotik,,,,Paket,5.2.2.01.18,5.2.2,Belanja Pakai Habis Bahan Percontohan/Praktek
5252,05.19.01.05.05,Paket Budidaya Lele Dengan Sistem Resirkulasi,,,,Paket,5.2.2.01.18,5.2.2,Belanja Pakai Habis Bahan Percontohan/Praktek
5253,05.19.01.05.06,Paket Bibit Perikanan, Lele 500 Ekor Dan Pakan 30 Kg,,,Paket,5.2.2.01.18,5.2.2,Belanja Pakai Habis Bahan Percontohan/Praktek
5254,05.19.01.05.06,Paket Bibit Perikanan, Lele 500 Ekor Dan Pakan 30 Kg,,,Paket,5.2.2.27.01,5.2.2,Belanja Barang Yang Akan Diserahkan Kepada Masyarakat
5255,05.19.01.05.07,Paket Bibit Perikanan (Nila 500 Ekor Dan Pakan 30 Kg),,,,Paket,5.2.2.01.18,5.2.2,Belanja Pakai Habis Bahan Percontohan/Praktek
5256,05.19.01.05.07,Paket Bibit Perikanan (Nila 500 Ekor Dan Pakan 30 Kg),,,,Paket,5.2.2.27.01,5.2.2,Belanja Barang Yang Akan Diserahkan Kepada Masyarakat
5257,05.19.01.05.08,Paket Bibit Perikanan (Patin 400 Ekor Dan Pakan 30 Kg),,,,Paket,5.2.2.01.18,5.2.2,Belanja Pakai Habis Bahan Percontohan/Praktek
5258,05.19.01.05.08,Paket Bibit Perikanan (Patin 400 Ekor Dan Pakan 30 Kg),,,,Paket,5.2.2.27.01,5.2.2,Belanja Barang Yang Akan Diserahkan Kepada Masyarakat
5259,05.19.01.05.09,Bibit Ikan Bandeng,,Ukuran 2 Cm S/d 3 Cm,,Ekor,5.2.2.02.03,5.2.2,Belanja Bibit Ternak
5260,05.19.01.05.10,Bibit Nila,,,,Ekor,5.2.2.01.18,5.2.2,Belanja Pakai Habis Bahan Percontohan/Praktek
5261,05.19.01.05.12,Induk Lele,,,,Ekor,5.2.2.01.18,5.2.2,Belanja Pakai Habis Bahan Percontohan/Praktek
5262,05.19.01.06.01,EM4, 1 Liter,,,Botol,5.2.2.02.13,5.2.2,Belanja Bahan Obat Tanaman
5263,05.19.01.06.02,SOC, 50 ml,,,Botol,5.2.2.02.13,5.2.2,Belanja Bahan Obat Tanaman
5264,05.19.01.06.03,Sangkar Ayam Bekisar Kayu,,,,Buah,5.2.2.01.09,5.2.2,Belanja Perlengkapan Pertukangan
5265,05.19.01.06.04,Eartag Kambing,,,,Buah,5.2.2.01.10,5.2.2,Belanja Pakai Habis Kedokteran/ Perawatan Kesehatan/ Laboratorium
5266,05.19.01.06.05,Pencukur Rambut Domba/Kambing, Kecepatan 2.800 Spm,,,Buah,5.2.3.08.02,5.2.3,Belanja Modal Pengadaan Alat Kesehatan
5267,05.19.01.06.06,Kalung Neck Tag,,,,Pak,5.2.2.01.10,5.2.2,Belanja Pakai Habis Kedokteran/ Perawatan Kesehatan/ Laboratorium
5268,05.19.01.06.07,Glodok Lovebird,,Terbuat Dari Kayu,,Buah,5.2.2.02.03,5.2.2,Belanja Bibit Ternak
5269,05.19.01.06.08,Tempat Makan Kelinci, Bahan Plastik,,,Buah,5.2.2.01.10,5.2.2,Belanja Pakai Habis Kedokteran/ Perawatan Kesehatan/ Laboratorium
5270,05.19.01.06.09,Botol Minum Kelinci, 500 Ml,,,Buah,5.2.2.01.10,5.2.2,Belanja Pakai Habis Kedokteran/ Perawatan Kesehatan/ Laboratorium
5271,05.19.01.06.10,Kolam Ikan Bahan Terpal,,,,Unit,5.2.2.01.18,5.2.2,Belanja Pakai Habis Bahan Percontohan/Praktek
5272,05.19.01.07.01.01,Katul Halus,,,,Kg,5.2.2.01.11,5.2.2,Belanja Pakai Habis Bahan Makanan dan Minuman
5273,05.19.01.07.01.02,Katul Kasar,,,,Kg,5.2.2.01.11,5.2.2,Belanja Pakai Habis Bahan Makanan dan Minuman
5274,05.19.01.07.01.03,Jagung Giling,,,,Kg,5.2.2.01.11,5.2.2,Belanja Pakai Habis Bahan Makanan dan Minuman
5275,05.19.01.07.01.04,Ampas Kecap,,,,Zak,5.2.2.01.11,5.2.2,Belanja Pakai Habis Bahan Makanan dan Minuman
5276,05.19.01.07.01.05,MBM,,,,Kg,5.2.2.01.11,5.2.2,Belanja Pakai Habis Bahan Makanan dan Minuman
5277,05.19.01.07.01.06,Tepung Ikan,,,,Kg,5.2.2.01.11,5.2.2,Belanja Pakai Habis Bahan Makanan dan Minuman
5278,05.19.01.07.01.07,Mineral,,,,Botol,5.2.2.01.11,5.2.2,Belanja Pakai Habis Bahan Makanan dan Minuman
5279,05.19.01.07.01.08,PL.3000,,,,Botol,5.2.2.01.11,5.2.2,Belanja Pakai Habis Bahan Makanan dan Minuman
5280,05.19.01.07.01.09,PL300,,,,Botol,5.2.2.01.11,5.2.2,Belanja Pakai Habis Bahan Makanan dan Minuman
5281,05.19.01.07.01.10,Bio Herbal,,,,Botol,5.2.2.01.11,5.2.2,Belanja Pakai Habis Bahan Makanan dan Minuman
5282,05.19.01.07.01.11,Biomca,,,,Botol,5.2.2.01.11,5.2.2,Belanja Pakai Habis Bahan Makanan dan Minuman
5283,05.19.01.07.01.12,Nitrogen Cair,,,,Liter,5.2.2.01.20,5.2.2,Belanja Makanan dan Minuman Hewan Ternak
5284,05.19.01.07.01.13,Pakan Burung,,,,Kilogram,5.2.2.01.20,5.2.2,Belanja Makanan dan Minuman Hewan Ternak
5285,05.19.01.07.01.14,Ampas Susu Kedelai,,,,Sak,5.2.2.01.20,5.2.2,Belanja Makanan dan Minuman Hewan Ternak
5286,05.19.01.07.01.15,Pakan Sapi,,,,Kilogram,5.2.2.01.20,5.2.2,Belanja Makanan dan Minuman Hewan Ternak
5287,05.19.01.07.01.16,Pakan Kelinci, Berbentuk Pellet,,,Kg,5.2.2.01.20,5.2.2,Belanja Makanan dan Minuman Hewan Ternak
5288,05.19.01.07.01.17,Molases,,,,Liter,5.2.2.01.20,5.2.2,Belanja Makanan dan Minuman Hewan Ternak
5289,05.19.01.07.01.18,Onggok Kering,,,,Kg,5.2.2.01.20,5.2.2,Belanja Makanan dan Minuman Hewan Ternak
5290,05.19.01.07.01.19,Tepung Kedelai,,,,Kg,5.2.2.01.20,5.2.2,Belanja Makanan dan Minuman Hewan Ternak
5291,05.19.01.07.01.20,Bekatul,,,,Kg,5.2.2.01.20,5.2.2,Belanja Makanan dan Minuman Hewan Ternak
5292,05.19.01.07.01.21,Tepung Tulang,,,,Kg,5.2.2.01.20,5.2.2,Belanja Makanan dan Minuman Hewan Ternak
5293,05.19.01.07.01.22,Lakta Mineral,,,,Kg,5.2.2.01.20,5.2.2,Belanja Makanan dan Minuman Hewan Ternak
5294,05.19.01.07.01.23,Kelapa Kupas,,,,Buah,5.2.2.01.20,5.2.2,Belanja Makanan dan Minuman Hewan Ternak
5295,05.19.01.07.01.24,Bio Urine,,,,Liter,5.2.2.01.20,5.2.2,Belanja Makanan dan Minuman Hewan Ternak
5296,05.19.01.07.02.01,Konsentrat/Pakan Itik/Bebek,,,,Kg,5.2.2.01.20,5.2.2,Belanja Makanan dan Minuman Hewan Ternak
5297,05.19.01.07.02.02,Jagung Pipilan Kering,,,,Zak,5.2.2.01.20,5.2.2,Belanja Makanan dan Minuman Hewan Ternak
5298,05.19.01.07.03.01,Pakan Ikan Hias,,,,Kg,5.2.2.01.20,5.2.2,Belanja Makanan dan Minuman Hewan Ternak
5299,05.19.01.07.03.02,Pakan Udang,,,,Zak,5.2.2.01.18,5.2.2,Belanja Pakai Habis Bahan Percontohan/Praktek
5300,05.19.01.07.03.03,Pakan Ikan, 30 Kg,,,Sak,5.2.2.01.20,5.2.2,Belanja Makanan dan Minuman Hewan Ternak
5301,05.19.01.07.04.01,Pakan Kucing,,,,Buah,5.2.2.01.20,5.2.2,Belanja Makanan dan Minuman Hewan Ternak
5302,05.19.01.07.04.02,Niple (Minum Ternak),,,,Buah,5.2.2.01.20,5.2.2,Belanja Makanan dan Minuman Hewan Ternak
5303,05.19.02.01.01,Bibit Jambu Kristal,,,,Batang,5.2.2.02.02,5.2.2,Belanja Bahan/Bibit Tanaman
5304,05.19.02.02.01,Benih Sawi,,Isi 1000 Butir,,Pak,5.2.2.02.02,5.2.2,Belanja Bahan/Bibit Tanaman
5305,05.19.02.02.02,Benih Selada,,Isi 1000 Butir,,Pak,5.2.2.02.02,5.2.2,Belanja Bahan/Bibit Tanaman
5306,05.19.02.02.03,Benih Cabe Rawit,,Isi 350 Butir,,Pak,5.2.2.02.02,5.2.2,Belanja Bahan/Bibit Tanaman
5307,05.19.02.02.04,Benih Kangkung,,Isi 500 Butir,,Pak,5.2.2.02.02,5.2.2,Belanja Bahan/Bibit Tanaman
5308,05.19.02.02.05,Tanaman Matoa ,,T ?? 2 Meter,,Batang,5.2.2.02.02,5.2.2,Belanja Bahan/Bibit Tanaman
5309,05.19.02.02.06,Tanaman Mangga,,T ?? 2 Meter,,Batang,5.2.2.02.02,5.2.2,Belanja Bahan/Bibit Tanaman
5310,05.19.02.03.04.01,Ararea,,,,Batang,5.2.2.02.02,5.2.2,Belanja Bahan/Bibit Tanaman
5311,05.19.02.03.05.01,Bibit Asam Jawa, Pohon Asam Jawa,,,Batang,5.2.2.02.02,5.2.2,Belanja Bahan/Bibit Tanaman
5312,05.19.02.03.07.01,Bibit Bambu,,,,Batang,5.2.2.02.02,5.2.2,Belanja Bahan/Bibit Tanaman
5313,05.19.02.03.13.01.B,Flamboyan,,,,Batang ,5.2.2.02.02,5.2.2,Belanja Bahan/Bibit Tanaman
5314,05.19.02.03.16.01,Kaca Piring,,,,Batang,5.2.2.02.02,5.2.2,Belanja Bahan/Bibit Tanaman
5315,05.19.02.03.20.01,Keben,,,,Batang,5.2.2.02.02,5.2.2,Belanja Bahan/Bibit Tanaman
5316,05.19.02.03.22.01,Tanaman Ketapang,,,,Batang,5.2.2.02.02,5.2.2,Belanja Bahan/Bibit Tanaman
5317,05.19.02.03.25.01,Bibit Mangrove,,,,Batang,5.2.2.02.02,5.2.2,Belanja Bahan/Bibit Tanaman
5318,05.19.02.03.26.01,Mawar,,,,Batang,5.2.2.02.02,5.2.2,Belanja Bahan/Bibit Tanaman
5319,05.19.02.03.26.02,Mawar Putih,,,,Batang,5.2.2.02.02,5.2.2,Belanja Bahan/Bibit Tanaman
5320,05.19.02.03.26.03,Mawar Denrose,,,,Batang,5.2.2.02.02,5.2.2,Belanja Bahan/Bibit Tanaman
5321,05.19.02.03.30.01,Palem Kuning,,,,Batang,5.2.2.02.02,5.2.2,Belanja Bahan/Bibit Tanaman
5322,05.19.02.03.30.02,Palem Phonix Cabang 3,,,,Batang,5.2.3.19.02,5.2.3,Belanja Modal Pengadaan Tanaman
5323,05.19.02.03.30.02.B,Palem Phonix , Cab.3,,,Batang ,5.2.2.02.02,5.2.2,Belanja Bahan/Bibit Tanaman
5324,05.19.02.03.30.03,Palem Canary,,,,Batang,5.2.2.02.02,5.2.2,Belanja Bahan/Bibit Tanaman
5325,05.19.02.03.30.03,Palem Canary,,,,Batang,5.2.3.19.02,5.2.3,Belanja Modal Pengadaan Tanaman
5326,05.19.02.03.30.04,Palem Bor,,,,Batang,5.2.2.02.02,5.2.2,Belanja Bahan/Bibit Tanaman
5327,05.19.02.03.30.04,Palem Bor,,,,Batang,5.2.3.19.02,5.2.3,Belanja Modal Pengadaan Tanaman
5328,05.19.02.03.30.05,Palem Bismarkia Sedang,,,,Batang,5.2.2.02.02,5.2.2,Belanja Bahan/Bibit Tanaman
5329,05.19.02.03.30.05,Palem Bismarkia Sedang,,,,Batang,5.2.3.19.02,5.2.3,Belanja Modal Pengadaan Tanaman
5330,05.19.02.03.30.06,Palem Bismarkia Kecil,,,,Batang,5.2.2.02.02,5.2.2,Belanja Bahan/Bibit Tanaman
5331,05.19.02.03.30.06,Palem Bismarkia Kecil,,,,Batang,5.2.3.19.02,5.2.3,Belanja Modal Pengadaan Tanaman
5332,05.19.02.03.30.07,Palem Bismarkia Besar,,,,Batang,5.2.2.02.02,5.2.2,Belanja Bahan/Bibit Tanaman
5333,05.19.02.03.30.07,Palem Bismarkia Besar,,,,Batang,5.2.3.19.02,5.2.3,Belanja Modal Pengadaan Tanaman
5334,05.19.02.03.30.08,Palem Sikas,,,,Batang,5.2.2.02.02,5.2.2,Belanja Bahan/Bibit Tanaman
5335,05.19.02.03.30.09.B,Palem Waregu,,,,Batang ,5.2.2.02.02,5.2.2,Belanja Bahan/Bibit Tanaman
5336,05.19.02.03.30.10,Palem Komodoria,,,,Batang,5.2.2.02.02,5.2.2,Belanja Bahan/Bibit Tanaman
5337,05.19.02.03.30.11,Palem Seledri,,,,Batang,5.2.2.02.02,5.2.2,Belanja Bahan/Bibit Tanaman
5338,05.19.02.03.30.12,Palem Washington Sedang,,,,Batang,5.2.2.02.02,5.2.2,Belanja Bahan/Bibit Tanaman
5339,05.19.02.03.30.13,Palem Kipas / Kol, Kecil,,,Batang,5.2.2.02.02,5.2.2,Belanja Bahan/Bibit Tanaman
5340,05.19.02.03.30.14,Palem Kipas / Kol, Sedang,,,Batang,5.2.2.02.02,5.2.2,Belanja Bahan/Bibit Tanaman
5341,05.19.02.03.30.15,Palem Jari Besar,,,,Batang,5.2.2.02.02,5.2.2,Belanja Bahan/Bibit Tanaman
5342,05.19.02.03.30.16,Palem Jari, Kecil,,,Batang,5.2.2.02.02,5.2.2,Belanja Bahan/Bibit Tanaman
5343,05.19.02.03.30.17,Palem Jari, Sedang,,,Batang,5.2.2.02.02,5.2.2,Belanja Bahan/Bibit Tanaman
5344,05.19.02.03.30.19,Palem Sadeng, Kecil,,,Batang,5.2.2.02.02,5.2.2,Belanja Bahan/Bibit Tanaman
5345,05.19.02.03.30.20,Palem Sadeng,,,,Batang,5.2.2.02.02,5.2.2,Belanja Bahan/Bibit Tanaman
5346,05.19.02.03.30.21,Palem Phonix , Cab.4,,,Batang ,5.2.2.02.02,5.2.2,Belanja Bahan/Bibit Tanaman
5347,05.19.02.03.30.22,Palem sikas , sedang ( T. 80 cm bt keras ),,,Batang ,5.2.3.12.01,5.2.3,Belanja Modal Pengadaan Sarana dan Prasarana Taman
5348,05.19.02.03.30.23,Palem sikas , kecil ( T. 40 cm bt keras ),,,Batang ,5.2.2.02.02,5.2.2,Belanja Bahan/Bibit Tanaman
5349,05.19.02.03.32.01,Pohon Pule Sedang,,,,Batang,5.2.2.02.02,5.2.2,Belanja Bahan/Bibit Tanaman
5350,05.19.02.03.32.01,Pohon Pule Sedang,,,,Batang,5.2.3.19.02,5.2.3,Belanja Modal Pengadaan Tanaman
5351,05.19.02.03.34.01.F,Rumput Manila (Golf) / Zoysea Matrellia, M2,-,,M2,5.2.2.02.02,5.2.2,Belanja Bahan/Bibit Tanaman
5352,05.19.02.03.34.02.F,Rumput Lamur (Embun) / Polytrias Amaura,,,,M2,5.2.2.02.02,5.2.2,Belanja Bahan/Bibit Tanaman
5353,05.19.02.03.34.03,Rumput Gajah Mini, M2,,,M2,5.2.3.12.01,5.2.3,Belanja Modal Pengadaan Sarana dan Prasarana Taman
5354,05.19.02.03.34.03.F,Rumput Gajah Mini, M2,,,M2,5.2.2.02.02,5.2.2,Belanja Bahan/Bibit Tanaman
5355,05.19.02.03.34.04.F,Rumput Sintetis untuk Lapangan Futsal,,,,M2,5.2.2.02.02,5.2.2,Belanja Bahan/Bibit Tanaman
5356,05.19.02.03.34.05,Rumput Vetiver/Akar Wangi,,,,Batang,5.2.2.02.02,5.2.2,Belanja Bahan/Bibit Tanaman
5357,05.19.02.03.34.06,Rumput Jepang,,,,M2,5.2.2.02.02,5.2.2,Belanja Bahan/Bibit Tanaman
5358,05.19.02.03.34.07.F,Rumput Sintetis Monofilament Diamond,,,,M2,5.2.2.02.02,5.2.2,Belanja Bahan/Bibit Tanaman
5359,05.19.02.03.39.01,Trembesi,,,,Batang,5.2.2.02.02,5.2.2,Belanja Bahan/Bibit Tanaman
5360,05.19.02.03.39.02,Trembesi Besar,,,,Batang,5.2.2.02.02,5.2.2,Belanja Bahan/Bibit Tanaman
5361,05.19.02.03.39.03,Trembesi Kecil,,,,Batang,5.2.2.02.02,5.2.2,Belanja Bahan/Bibit Tanaman
5362,05.19.02.03.41.01,Tanaman Pelindung,,,,Batang,5.2.2.02.02,5.2.2,Belanja Bahan/Bibit Tanaman
5363,05.19.02.03.41.01,Tanaman Pelindung,,,,Batang,5.2.3.12.01,5.2.3,Belanja Modal Pengadaan Sarana dan Prasarana Taman
5364,05.19.02.03.41.01,Tanaman Pelindung,,,,Batang,5.2.3.19.02,5.2.3,Belanja Modal Pengadaan Tanaman
5365,05.19.02.03.41.01.F,Tanaman Pelindung,,,,Batang,5.2.2.02.02,5.2.2,Belanja Bahan/Bibit Tanaman
5366,05.19.02.03.41.01.F,Tanaman Pelindung,,,,Batang,5.2.3.19.02,5.2.3,Belanja Modal Pengadaan Tanaman
5367,05.19.02.03.41.02.F,Tanaman Ground Cover,,,,Batang,5.2.2.02.02,5.2.2,Belanja Bahan/Bibit Tanaman
5368,05.19.02.03.41.03,Pandanus,,,,Batang,5.2.2.02.02,5.2.2,Belanja Bahan/Bibit Tanaman
5369,05.19.02.03.41.04,Pinang Merah,,,,Batang,5.2.2.02.02,5.2.2,Belanja Bahan/Bibit Tanaman
5370,05.19.02.03.41.04,Pinang Merah,,,,Batang,5.2.3.19.02,5.2.3,Belanja Modal Pengadaan Tanaman
5371,05.19.02.03.41.05,Pohon Bunga Langka Eksotik,,,,Batang,5.2.2.02.02,5.2.2,Belanja Bahan/Bibit Tanaman
5372,05.19.02.03.41.05,Pohon Bunga Langka Eksotik,,,,Batang,5.2.3.19.02,5.2.3,Belanja Modal Pengadaan Tanaman
5373,05.19.02.03.41.06,Pule Besar,,,,Batang,5.2.3.19.02,5.2.3,Belanja Modal Pengadaan Tanaman
5374,05.19.02.03.41.07,Pot Tanaman Beton Bulat,,,,Buah,5.2.2.02.02,5.2.2,Belanja Bahan/Bibit Tanaman
5375,05.19.02.03.41.08,Pot Tanaman Beton Ornamen,,,,Buah,5.2.2.02.02,5.2.2,Belanja Bahan/Bibit Tanaman
5376,05.19.02.03.41.09,Pot Tanaman Beton Persegi,,,,Buah,5.2.2.02.02,5.2.2,Belanja Bahan/Bibit Tanaman
5377,05.19.02.03.41.10,Puring, T > 40 Cm,,,Batang,5.2.2.02.02,5.2.2,Belanja Bahan/Bibit Tanaman
5378,05.19.02.03.41.100,Bulu Ayam,,,,Batang,5.2.2.02.02,5.2.2,Belanja Bahan/Bibit Tanaman
5379,05.19.02.03.41.101,Jakaranda ,Kecil,,,Batang,5.2.2.02.02,5.2.2,Belanja Bahan/Bibit Tanaman
5380,05.19.02.03.41.102,Jakaranda ,Sedang,,,Batang,5.2.3.19.02,5.2.3,Belanja Modal Pengadaan Tanaman
5381,05.19.02.03.41.103,Baobab,,,,Batang,5.2.3.19.02,5.2.3,Belanja Modal Pengadaan Tanaman
5382,05.19.02.03.41.104,Bougenville Lokal,,,,Batang ,5.2.2.02.02,5.2.2,Belanja Bahan/Bibit Tanaman
5383,05.19.02.03.41.105,Bunga Pagoda Merah,,,,Batang ,5.2.2.02.02,5.2.2,Belanja Bahan/Bibit Tanaman
5384,05.19.02.03.41.106,Corktree,,,,Batang ,5.2.2.02.02,5.2.2,Belanja Bahan/Bibit Tanaman
5385,05.19.02.03.41.107,Dadap merah,,,,Batang ,5.2.2.02.02,5.2.2,Belanja Bahan/Bibit Tanaman
5386,05.19.02.03.41.108,Saputangan,,,,Batang ,5.2.2.02.02,5.2.2,Belanja Bahan/Bibit Tanaman
5387,05.19.02.03.41.109,Jasmin ,,,,Batang ,5.2.3.12.01,5.2.3,Belanja Modal Pengadaan Sarana dan Prasarana Taman
5388,05.19.02.03.41.11,Sikas Kecil,,,,Batang,5.2.2.02.02,5.2.2,Belanja Bahan/Bibit Tanaman
5389,05.19.02.03.41.11,Sikas Kecil,,,,Batang,5.2.3.19.02,5.2.3,Belanja Modal Pengadaan Tanaman
5390,05.19.02.03.41.110,Pandan bor,,,,Batang ,5.2.2.02.02,5.2.2,Belanja Bahan/Bibit Tanaman
5391,05.19.02.03.41.111,Kupu-Kupu ,,,,Batang ,5.2.2.02.02,5.2.2,Belanja Bahan/Bibit Tanaman
5392,05.19.02.03.41.112,Lantana Jakarta,,,,Batang ,5.2.2.02.02,5.2.2,Belanja Bahan/Bibit Tanaman
5393,05.19.02.03.41.113,Sente,,,,Batang ,5.2.2.02.02,5.2.2,Belanja Bahan/Bibit Tanaman
5394,05.19.02.03.41.12,Sikas Sedang,,,,Batang,5.2.2.02.02,5.2.2,Belanja Bahan/Bibit Tanaman
5395,05.19.02.03.41.12,Sikas Sedang,,,,Batang,5.2.3.19.02,5.2.3,Belanja Modal Pengadaan Tanaman
5396,05.19.02.03.41.13,Spatudea,,,,Batang,5.2.2.02.02,5.2.2,Belanja Bahan/Bibit Tanaman
5397,05.19.02.03.41.14,Tabebuya,,,,Batang,5.2.2.02.02,5.2.2,Belanja Bahan/Bibit Tanaman
5398,05.19.02.03.41.16,Tanaman Cork Tree,,,,Batang,5.2.2.02.02,5.2.2,Belanja Bahan/Bibit Tanaman
5399,05.19.02.03.41.16,Tanaman Cork Tree,,,,Batang,5.2.3.19.02,5.2.3,Belanja Modal Pengadaan Tanaman
5400,05.19.02.03.41.18,Tanaman Hias Vertical Garden,,,,Batang,5.2.2.02.02,5.2.2,Belanja Bahan/Bibit Tanaman
5401,05.19.02.03.41.19,Tanaman Perdu Hias Berdaun Indah,,,,Batang,5.2.2.02.02,5.2.2,Belanja Bahan/Bibit Tanaman
5402,05.19.02.03.41.19,Tanaman Perdu Hias Berdaun Indah,,,,Batang,5.2.3.12.01,5.2.3,Belanja Modal Pengadaan Sarana dan Prasarana Taman
5403,05.19.02.03.41.20,Tanaman Sente,,,,Batang,5.2.2.02.02,5.2.2,Belanja Bahan/Bibit Tanaman
5404,05.19.02.03.41.20,Tanaman Sente,,,,Batang,5.2.3.19.02,5.2.3,Belanja Modal Pengadaan Tanaman
5405,05.19.02.03.41.21,Tricolor,,,,Batang,5.2.2.02.02,5.2.2,Belanja Bahan/Bibit Tanaman
5406,05.19.02.03.41.22,Zisigium,,,,Batang,5.2.2.02.02,5.2.2,Belanja Bahan/Bibit Tanaman
5407,05.19.02.03.41.23,Tanaman Buttercup,,,,Batang,5.2.2.02.02,5.2.2,Belanja Bahan/Bibit Tanaman
5408,05.19.02.03.41.23,Tanaman Buttercup,,,,Batang,5.2.3.19.02,5.2.3,Belanja Modal Pengadaan Tanaman
5409,05.19.02.03.41.24,Pagoda,,,,Batang,5.2.2.02.02,5.2.2,Belanja Bahan/Bibit Tanaman
5410,05.19.02.03.41.25,Melati Jepang,,,,Batang,5.2.2.02.02,5.2.2,Belanja Bahan/Bibit Tanaman
5411,05.19.02.03.41.26,Cemara Udang,,,,Batang,5.2.2.02.02,5.2.2,Belanja Bahan/Bibit Tanaman
5412,05.19.02.03.41.27,Medan Deli,,,,Batang,5.2.2.02.02,5.2.2,Belanja Bahan/Bibit Tanaman
5413,05.19.02.03.41.28,Li Kwan Yew,,,,Batang,5.2.2.02.02,5.2.2,Belanja Bahan/Bibit Tanaman
5414,05.19.02.03.41.29,Ketepeng Kencana Variegeta,,,,Batang,5.2.2.02.02,5.2.2,Belanja Bahan/Bibit Tanaman
5415,05.19.02.03.41.30,Kelapa Hibrida,,,,Batang,5.2.3.19.02,5.2.3,Belanja Modal Pengadaan Tanaman
5416,05.19.02.03.41.31,Jakaranda ,Besar,,,Batang,5.2.3.19.02,5.2.3,Belanja Modal Pengadaan Tanaman
5417,05.19.02.03.41.32,Heliconia,,,,Batang,5.2.2.02.02,5.2.2,Belanja Bahan/Bibit Tanaman
5418,05.19.02.03.41.33,Casia Suratensis,,,,Batang,5.2.2.02.02,5.2.2,Belanja Bahan/Bibit Tanaman
5419,05.19.02.03.41.34,Bunga Pukul Delapan / Turneria,,,,Batang,5.2.2.02.02,5.2.2,Belanja Bahan/Bibit Tanaman
5420,05.19.02.03.41.35,Bugenvile Variegata,,,,Batang,5.2.2.02.02,5.2.2,Belanja Bahan/Bibit Tanaman
5421,05.19.02.03.41.36,Belgi Kuning / Hijau,,,,Batang,5.2.2.02.02,5.2.2,Belanja Bahan/Bibit Tanaman
5422,05.19.02.03.41.37.B,Batavia,,,,Batang ,5.2.2.02.02,5.2.2,Belanja Bahan/Bibit Tanaman
5423,05.19.02.03.41.38,Bakung Kuning,,,,Batang,5.2.2.02.02,5.2.2,Belanja Bahan/Bibit Tanaman
